WKT,LINEARID,FULLNAME,RTTYP,MTFCC
"LINESTRING (-85.420141 31.626811,-85.421037 31.626883,-85.421994 31.626369,-85.423764 31.624745,-85.424665 31.623477)",110685807743,,,S1740
"LINESTRING (-85.500405 31.660615,-85.498484 31.660728,-85.497906 31.66109,-85.497673 31.661515)",110685807740,,,S1740
"LINESTRING (-85.587471 31.755018,-85.587446 31.75494)",110685802818,Mt Zion Ch Rd,M,S1400
"LINESTRING (-85.647157 31.715121,-85.647255 31.715123,-85.647485 31.715221,-85.647547 31.715273,-85.647558 31.715344,-85.647596 31.715408,-85.647649 31.715466,-85.647683 31.715533,-85.647687 31.715609,-85.647651 31.715677,-85.647571 31.715707,-85.647485 31.7157,-85.647399 31.715686,-85.647319 31.715659,-85.647255 31.715609,-85.647202 31.715549,-85.647173 31.715478,-85.647162 31.715383,-85.647169 31.715307,-85.64718 31.715244,-85.647171 31.715153,-85.647157 31.715121)",110685807519,,,S1400
"LINESTRING (-85.609448 31.705449,-85.609442 31.705547,-85.609441 31.7058)",110685799552,Shaw St,M,S1400
"LINESTRING (-85.730583 31.618297,-85.730484 31.618241)",1103689671684,Co Rd 77,C,S1400
"LINESTRING (-85.359996 31.869137,-85.359842 31.869171,-85.359514 31.869282,-85.359198 31.869404,-85.35897 31.869508,-85.358753 31.869622,-85.35861 31.869704,-85.358403 31.869834,-85.35827 31.869925,-85.358143 31.870022,-85.35802 31.870124,-85.357843 31.870283,-85.357567 31.870559,-85.357357 31.870789,-85.356942 31.871277,-85.356453 31.871853,-85.354451 31.874219,-85.353067 31.875858,-85.352942 31.87599,-85.352518 31.876445,-85.352226 31.876722,-85.351922 31.876983,-85.351478 31.877333,-85.351288 31.87748,-85.35096 31.877715,-85.350622 31.87794,-85.350342 31.878111,-85.350229 31.878173)",110685798774,Co Rd 79,C,S1200
"LINESTRING (-85.151384 31.871571,-85.151414 31.871635,-85.151544 31.872572,-85.151556 31.87272,-85.151598 31.872862,-85.151685 31.872986,-85.151806 31.873088,-85.152283 31.873398,-85.152506 31.873501,-85.153035 31.873746,-85.153397 31.8739)",110685799456,Lynn St,M,S1400
"LINESTRING (-85.614102 31.707347,-85.614088 31.707582,-85.614083 31.708537,-85.614077 31.708966,-85.614081 31.709124)",110685800557,Mc Kay,M,S1400
"LINESTRING (-85.151637 31.86864,-85.150503 31.870323,-85.150303 31.870617,-85.150272 31.870768,-85.150356 31.871126,-85.150728 31.872777,-85.150778 31.872964,-85.150862 31.873359,-85.150934 31.873491,-85.151059 31.87359,-85.15113 31.873637,-85.151191 31.873692,-85.151233 31.873763,-85.15124 31.873844,-85.151205 31.873914,-85.150934 31.874271,-85.150792 31.874439,-85.149627 31.875967,-85.149509 31.876165)",110685802823,Nancy Ross Dr,M,S1400
"LINESTRING (-85.142207 31.853589,-85.142377 31.853595,-85.145621 31.853539,-85.145892 31.853528,-85.146133 31.853528,-85.147758 31.853499,-85.14932 31.853464,-85.14955 31.853459,-85.149806 31.853457,-85.149976 31.853469,-85.150144 31.853493,-85.150529 31.853581)",110685803710,Industrial Park Dr,M,S1400
"LINESTRING (-85.163713 31.841055,-85.163638 31.840903,-85.163524 31.840698)",110685806791,,,S1400
"LINESTRING (-85.165101 31.841385,-85.164556 31.841611,-85.164325 31.841702,-85.164128 31.841789,-85.163785 31.841191,-85.163713 31.841055)",110685806650,,,S1400
"LINESTRING (-85.210967 31.869754,-85.210997 31.869539,-85.211027 31.869374,-85.211066 31.869185,-85.211103 31.869042,-85.211177 31.86868,-85.211266 31.868171,-85.211328 31.86789,-85.211367 31.867743)",110685799496,Myra Ln,M,S1400
"LINESTRING (-85.166834 31.851153,-85.167041 31.85118)",110685799333,Eula St,M,S1400
"LINESTRING (-85.180023 31.857359,-85.179974 31.857621,-85.179933 31.857984,-85.179914 31.858202,-85.179895 31.858349,-85.179861 31.858493,-85.179808 31.85863,-85.179772 31.858696,-85.179689 31.858822,-85.179623 31.858956,-85.179585 31.859098,-85.179567 31.859244,-85.179562 31.85939,-85.179567 31.859537,-85.179591 31.859682,-85.179693 31.860038,-85.179735 31.860254,-85.179745 31.860328,-85.179756 31.860474,-85.179787 31.860763,-85.179795 31.860908,-85.17976 31.861051,-85.179722 31.861113,-85.179561 31.861374,-85.179331 31.86184,-85.179234 31.861961,-85.179111 31.862061,-85.178961 31.86213,-85.178894 31.862176,-85.178752 31.862256,-85.178595 31.862316,-85.178428 31.862345,-85.178343 31.862354,-85.178256 31.862351,-85.177744 31.86231,-85.177657 31.862306,-85.176885 31.862302,-85.175854 31.862315,-85.175682 31.862314,-85.175384 31.862305,-85.175343 31.862304,-85.175176 31.862293,-85.17509 31.862282)",110685803800,Russell Williams Rd,M,S1400
"LINESTRING (-85.661728 31.642247,-85.66175 31.642293,-85.661784 31.64234,-85.661828 31.642394,-85.661901 31.642522,-85.661925 31.642576,-85.661947 31.642626,-85.661968 31.642681,-85.66199 31.642735,-85.662012 31.642788,-85.662035 31.642841,-85.662059 31.642898,-85.662083 31.642956,-85.662108 31.643015,-85.662135 31.643074,-85.6622 31.643189,-85.66224 31.643244,-85.662283 31.643295,-85.662324 31.643343,-85.662361 31.643387,-85.662393 31.64343,-85.662428 31.643473,-85.662463 31.643515,-85.662502 31.643555,-85.662543 31.643595,-85.662587 31.643634,-85.66263 31.643667,-85.662673 31.643696,-85.662751 31.643741,-85.662806 31.643758)",1103568133036,,,S1400
"LINESTRING (-85.174377 31.854893,-85.174517 31.854899,-85.17578 31.854865,-85.176028 31.854806,-85.176105 31.854774,-85.176759 31.85442,-85.176829 31.854378,-85.177704 31.853569,-85.177865 31.853453)",110685801661,Walding Dr,M,S1400
"LINESTRING (-85.351326 32.091399,-85.351163 32.091851,-85.351013 32.092198,-85.35087 32.092543,-85.350783 32.0929,-85.350761 32.093266,-85.350776 32.093635,-85.350754 32.094003,-85.350667 32.094361,-85.350524 32.094704,-85.350336 32.095028,-85.35008 32.095323,-85.349482 32.095851,-85.348891 32.096382,-85.348602 32.096653,-85.34833 32.096936,-85.348106 32.097248,-85.347943 32.097586,-85.347835 32.097942,-85.347739 32.098297,-85.34765 32.098652,-85.347318 32.100071,-85.347231 32.100431,-85.347133 32.100791,-85.346974 32.101132,-85.346564 32.101773,-85.346505 32.101872,-85.346368 32.1021,-85.346169 32.102421,-85.345923 32.102722,-85.345696 32.103029,-85.345537 32.103375,-85.345443 32.103732,-85.345417 32.10409,-85.345439 32.104298,-85.345528 32.104508,-85.345687 32.104684,-85.345895 32.104823,-85.34611 32.104948,-85.346459 32.105164,-85.346763 32.105412,-85.346979 32.105721,-85.347045 32.105877,-85.347125 32.106067,-85.347203 32.106428,-85.347211 32.106795,-85.347205 32.107159,-85.347218 32.107523,-85.347271 32.107883,-85.34734 32.108244,-85.347372 32.108606,-85.347349 32.108967,-85.347314 32.109327,-85.347331 32.10969,-85.347457 32.110042,-85.347653 32.110366,-85.34786 32.110684,-85.348038 32.111013,-85.348348 32.1117,-85.348518 32.112036,-85.349246 32.113346,-85.349416 32.113681,-85.349603 32.114006,-85.34981 32.11432,-85.350053 32.114623,-85.350269 32.114939,-85.35044 32.115278,-85.350735 32.11596,-85.350837 32.116154,-85.350932 32.116273,-85.351048 32.116383,-85.351245 32.116518,-85.351452 32.116649,-85.351582 32.116746,-85.351866 32.117027,-85.352412 32.117598,-85.35268 32.117886,-85.353205 32.118465,-85.35349 32.118736,-85.354096 32.119235,-85.354394 32.119495,-85.354672 32.119773,-85.354934 32.120058,-85.35521 32.120334,-85.355471 32.120618,-85.355598 32.120804,-85.355659 32.120935,-85.355856 32.121259,-85.356141 32.121539,-85.356457 32.121794,-85.356775 32.122036,-85.357119 32.122248,-85.357314 32.122393,-85.357414 32.122511,-85.357489 32.122642,-85.357547 32.122861,-85.357582 32.123227,-85.357646 32.123587,-85.357856 32.124299,-85.357913 32.124662,-85.357929 32.125028,-85.35793 32.125393,-85.357919 32.125757,-85.357868 32.126483,-85.357834 32.126849,-85.357808 32.127212,-85.357786 32.127944,-85.357778 32.129036,-85.357813 32.130128,-85.357816 32.130493,-85.357797 32.131217,-85.35778 32.131583,-85.357806 32.131951,-85.357894 32.132221,-85.357921 32.132305,-85.358101 32.132634,-85.358359 32.132925,-85.358696 32.133153,-85.360144 32.133938,-85.360702 32.134256,-85.360854 32.134343,-85.36156 32.134753,-85.362273 32.135156,-85.362571 32.135322,-85.362984 32.135551,-85.364445 32.136349,-85.367336 32.137907,-85.368057 32.138303,-85.368769 32.138675,-85.369514 32.139052,-85.369878 32.139248,-85.370261 32.139414,-85.37067 32.139536,-85.371086 32.13964,-85.371505 32.139719,-85.371929 32.139758,-85.372352 32.139806,-85.372751 32.139935,-85.373133 32.140092,-85.373898 32.140417,-85.374268 32.140604,-85.374608 32.140824,-85.37492 32.141069,-85.375199 32.141347,-85.37545 32.141643,-85.375748 32.142052,-85.375824 32.142175)",110685800408,Farmer Rd,M,S1400
"LINESTRING (-85.307188 32.144123,-85.306915 32.144202,-85.30653 32.144305)",110685807023,,,S1400
"LINESTRING (-85.209865 32.090167,-85.209907 32.090223,-85.209956 32.090269,-85.210017 32.090314,-85.210088 32.090353,-85.210249 32.090401,-85.210416 32.090417,-85.21084 32.090407,-85.211268 32.090407,-85.211695 32.090401,-85.212551 32.090396,-85.212983 32.090404,-85.21341 32.090392,-85.213838 32.090394,-85.214272 32.090389,-85.215117 32.09037,-85.215546 32.090369,-85.216403 32.090379,-85.216831 32.09038,-85.217259 32.090373,-85.218114 32.090345,-85.218547 32.090342,-85.218976 32.090382,-85.219399 32.090448,-85.219823 32.090488,-85.220258 32.090521,-85.220684 32.090583,-85.221113 32.090659,-85.22153 32.090699,-85.221791 32.090707,-85.221881 32.090699,-85.221968 32.090676,-85.222022 32.090615,-85.222041 32.09055,-85.222169 32.089985,-85.22224 32.089624,-85.222259 32.089477,-85.222254 32.089402,-85.222232 32.089337,-85.222199 32.089284)",110685803096,McGoo Flats Rd,M,S1400
"LINESTRING (-85.15149 31.899326,-85.151477 31.899762)",110685800797,Spruce Cir,M,S1400
"LINESTRING (-85.42701 32.096292,-85.424281 32.094216)",110685807253,,,S1400
"LINESTRING (-85.381176 32.034526,-85.381142 32.035024,-85.38115 32.035386,-85.381142 32.036119,-85.381159 32.036484,-85.381211 32.036839,-85.381258 32.037055,-85.381318 32.037187,-85.381559 32.03748,-85.381823 32.037775,-85.382076 32.038066,-85.382364 32.038345,-85.383272 32.039125,-85.383878 32.039637,-85.385069 32.040688,-85.385668 32.041212,-85.386271 32.041721,-85.386886 32.042226,-85.387163 32.042503,-85.387396 32.042807,-85.387762 32.043464,-85.387942 32.043796,-85.388115 32.044131,-85.388333 32.044435,-85.388587 32.044722,-85.388795 32.045046,-85.388971 32.045383,-85.389167 32.045715,-85.389408 32.046019,-85.389683 32.046298,-85.389979 32.046563,-85.39027 32.046833,-85.390554 32.047108,-85.39084 32.047361,-85.391444 32.047904,-85.391728 32.04816,-85.392028 32.048425,-85.392343 32.048668,-85.392677 32.048895,-85.394061 32.049767,-85.395445 32.050644,-85.396134 32.051076,-85.39683 32.051495,-85.397531 32.051904,-85.397881 32.052118,-85.398225 32.052339,-85.398904 32.052788,-85.399243 32.053004,-85.399572 32.053226,-85.399889 32.053469,-85.40019 32.053728,-85.400484 32.053993,-85.400755 32.054271,-85.400961 32.054592,-85.401113 32.054941,-85.401249 32.055279,-85.401366 32.055619,-85.401471 32.055981,-85.401566 32.056343,-85.401673 32.0567,-85.401838 32.057042,-85.402041 32.057366,-85.402216 32.057698,-85.402677 32.058721,-85.402833 32.059061,-85.402899 32.059198,-85.402995 32.059398,-85.403175 32.059723,-85.40338 32.060045,-85.403597 32.060352,-85.403797 32.0606,-85.403994 32.06089,-85.404368 32.061554,-85.404543 32.06189,-85.404874 32.062561,-85.405019 32.062903,-85.405171 32.06324,-85.405466 32.063937,-85.405745 32.064628,-85.406153 32.065664,-85.406294 32.066007,-85.406582 32.066688,-85.40686 32.067377,-85.406991 32.067723,-85.407134 32.06806,-85.407333 32.068375,-85.40762 32.068647,-85.407953 32.068877,-85.408627 32.069321,-85.409286 32.069777,-85.409612 32.070012,-85.40991 32.070259,-85.410144 32.070568,-85.410332 32.070901,-85.410554 32.071219,-85.410809 32.071516,-85.411085 32.071796,-85.411372 32.072069,-85.411629 32.072362,-85.411863 32.072665,-85.412106 32.072965,-85.412562 32.073435,-85.412648 32.073524,-85.412911 32.073813,-85.413166 32.074106,-85.413384 32.074424,-85.413591 32.074744,-85.413791 32.075066,-85.414003 32.075389,-85.414251 32.075684,-85.414296 32.075719,-85.414566 32.075933,-85.414894 32.076166,-85.415231 32.076394,-85.415558 32.076639,-85.415865 32.076897,-85.416158 32.077164,-85.416725 32.0777,-85.417005 32.077979,-85.417531 32.078533,-85.417801 32.078829,-85.418139 32.079169,-85.41836 32.079391,-85.418612 32.079689,-85.419079 32.080295,-85.419304 32.080607,-85.419959 32.081544,-85.420183 32.081849,-85.420617 32.082483,-85.421063 32.083109,-85.421504 32.08374,-85.421718 32.084055,-85.421951 32.084359,-85.422218 32.084649,-85.422789 32.085197,-85.423082 32.085468,-85.423635 32.086025,-85.42391 32.08625,-85.423941 32.086275,-85.424275 32.086506,-85.424624 32.086714,-85.425003 32.086882,-85.425409 32.086986,-85.425808 32.087114,-85.426164 32.087316,-85.426452 32.087583,-85.426675 32.087891,-85.427089 32.088533,-85.427293 32.088856,-85.427504 32.089177,-85.427734 32.089489,-85.427955 32.089804,-85.428183 32.090111,-85.428397 32.090426,-85.428576 32.090749,-85.428709 32.091101,-85.428805 32.091459,-85.42891 32.091814,-85.429065 32.09237)",110685799561,Silo Rd,M,S1400
"LINESTRING (-85.388397 32.094413,-85.388808 32.094215,-85.388891 32.094194,-85.388975 32.094189,-85.389229 32.094211,-85.389379 32.094206,-85.389553 32.094189)",110685807121,,,S1400
"LINESTRING (-85.343798 32.083582,-85.344498 32.083019,-85.345132 32.082526,-85.345494 32.082313,-85.345893 32.082168,-85.346291 32.082051,-85.346739 32.08193,-85.346796 32.08191)",110685801978,Matthews Rd,M,S1400
"LINESTRING (-85.423274 32.100548,-85.424431 32.100845,-85.424512 32.100938,-85.424512 32.101166,-85.424081 32.101326,-85.423435 32.101326,-85.42322 32.101075,-85.423274 32.100548)",110685807347,,,S1400
"LINESTRING (-85.391116 32.034574,-85.391073 32.034332,-85.390979 32.034343,-85.390359 32.034258,-85.390025 32.034165,-85.389739 32.034114,-85.389384 32.033921,-85.389341 32.033667,-85.389433 32.033552,-85.389742 32.033462,-85.39025 32.03344)",110685807046,,,S1400
"LINESTRING (-85.366058 32.025799,-85.365817 32.026075,-85.365383 32.026314,-85.365279 32.026376,-85.365143 32.026864,-85.365249 32.027074,-85.365678 32.027493,-85.366616 32.028013,-85.366883 32.028246,-85.367151 32.028688,-85.367178 32.029037,-85.367418 32.029618,-85.36747 32.030154,-85.367413 32.03127,-85.367221 32.032294)",110685806697,,,S1400
"LINESTRING (-85.347677 32.088515,-85.347617 32.088623,-85.347559 32.088791,-85.347543 32.088908,-85.347525 32.089154,-85.34751 32.089518,-85.347459 32.08988,-85.347339 32.090229,-85.347084 32.090924,-85.347021 32.091288,-85.346908 32.09164,-85.346791 32.091904,-85.346757 32.09198,-85.346698 32.09234,-85.346595 32.093065,-85.346553 32.093428,-85.346469 32.093783,-85.346321 32.094125,-85.346154 32.094467,-85.345928 32.094777,-85.345639 32.095047,-85.345366 32.095328,-85.345085 32.095607,-85.3448 32.095875,-85.344561 32.096168,-85.344335 32.096482,-85.344126 32.096795,-85.343676 32.097428,-85.343382 32.097766)",110685801166,Club 16 Rd,M,S1400
"LINESTRING (-85.318357 32.09685,-85.318706 32.097093)",110685806744,,,S1400
"LINESTRING (-85.290848 32.008117,-85.290791 32.008003,-85.290755 32.007859,-85.29071 32.007643,-85.290716 32.007496,-85.290762 32.007353,-85.290763 32.007207,-85.290733 32.007143,-85.290678 32.007057)",110685807326,,,S1400
"LINESTRING (-85.31452 32.01686,-85.314437 32.016962,-85.31431 32.017066,-85.314174 32.017161,-85.313719 32.017395,-85.31343 32.017553,-85.313201 32.01766,-85.312818 32.017831,-85.312665 32.017894,-85.312505 32.017947,-85.312258 32.018003,-85.312089 32.018025,-85.311915 32.018016,-85.311748 32.017986,-85.311419 32.017904,-85.31117 32.017848,-85.311001 32.017834,-85.31066 32.017851,-85.310321 32.017881,-85.310151 32.01791,-85.309904 32.017968,-85.3096 32.018085,-85.309442 32.018127,-85.30927 32.018154,-85.309112 32.018161,-85.309017 32.018171,-85.308943 32.018255,-85.308618 32.018666,-85.30851 32.01878,-85.308391 32.018884,-85.308247 32.018967,-85.308085 32.019029,-85.307668 32.019115,-85.307501 32.019156,-85.307246 32.019194,-85.307076 32.019215,-85.306828 32.019266,-85.306494 32.019303,-85.306148 32.019332,-85.305721 32.019377,-85.304441 32.019502,-85.303759 32.019556,-85.303335 32.01956,-85.303163 32.019551,-85.302823 32.019523,-85.30265 32.019517,-85.302223 32.01952,-85.300435 32.019647,-85.30038 32.019649)",110685800929,Warren Rd,M,S1400
"LINESTRING (-85.324266 32.020502,-85.324311 32.020317,-85.32434 32.020141,-85.324316 32.019619,-85.324386 32.018965,-85.324543 32.018377,-85.324619 32.018244)",110685807496,,,S1400
"LINESTRING (-85.148795 31.911956,-85.14864 31.912801,-85.148603 31.912945,-85.148577 31.913093,-85.148183 31.915256,-85.148136 31.915518,-85.147995 31.91631,-85.147921 31.916694,-85.147867 31.916947,-85.147818 31.917201,-85.147728 31.917631,-85.147519 31.918485,-85.147484 31.91863,-85.147463 31.918696,-85.147448 31.918766,-85.147344 31.91912,-85.147332 31.919187,-85.147286 31.919332,-85.14704 31.91996,-85.14689 31.920346,-85.146764 31.920684,-85.146697 31.920849,-85.146625 31.921026,-85.146475 31.921365,-85.146314 31.921703,-85.146147 31.922037,-85.14607 31.92218,-85.14581 31.922661,-85.1455 31.923207,-85.144775 31.924352,-85.144659 31.924503,-85.144447 31.924794,-85.144346 31.924941,-85.144111 31.925244,-85.143632 31.925848,-85.143381 31.926141,-85.142607 31.927014,-85.142088 31.927591,-85.141247 31.928552,-85.141012 31.928839,-85.14078 31.929143,-85.140554 31.929452,-85.140336 31.92977,-85.140089 31.930167,-85.139823 31.9306,-85.13937 31.93129,-85.139173 31.931613,-85.138637 31.932471,-85.138166 31.933225,-85.137368 31.934514,-85.136551 31.935808,-85.13634 31.936126,-85.136108 31.936432,-85.135863 31.93673,-85.135603 31.937016,-85.135324 31.937291,-85.135033 31.937559,-85.134436 31.938079,-85.132328 31.939904,-85.131698 31.940437,-85.131508 31.940611,-85.131372 31.940729,-85.13098 31.941069,-85.130161 31.94178,-85.130086 31.941845,-85.129793 31.942109,-85.129508 31.942379,-85.129376 31.942511,-85.129231 31.942656,-85.128957 31.942939,-85.128693 31.943226,-85.128437 31.943521,-85.128192 31.943821,-85.127955 31.944128,-85.127725 31.944438,-85.127501 31.94475,-85.127287 31.945067,-85.127083 31.94539,-85.126886 31.945716,-85.126514 31.946349,-85.126206 31.946857,-85.125618 31.947841,-85.12543 31.948171,-85.125095 31.948736,-85.124933 31.949003,-85.123986 31.950627,-85.123432 31.951623,-85.123214 31.952049,-85.123077 31.952317,-85.122818 31.95278,-85.12246 31.953442,-85.122318 31.953694,-85.122277 31.953768,-85.121936 31.954332,-85.12048 31.956998,-85.120166 31.957611,-85.120043 31.95786,-85.119976 31.95801,-85.119628 31.958831,-85.119361 31.959523,-85.119107 31.960219,-85.119034 31.960407,-85.118994 31.960509,-85.118973 31.960563,-85.118849 31.960911,-85.118616 31.961607,-85.118513 31.96195,-85.118454 31.96213,-85.118277 31.962753,-85.118234 31.962913,-85.11811 31.963339,-85.117996 31.963689,-85.117874 31.964038,-85.116562 31.96761,-85.116211 31.968566,-85.11596 31.969264,-85.115851 31.969618,-85.115753 31.969975,-85.115672 31.970334,-85.115607 31.970695,-85.115554 31.971057,-85.115506 31.971422,-85.115423 31.972148,-85.115332 31.972873,-85.114717 31.977965,-85.114637 31.978693,-85.114606 31.979057,-85.114554 31.979784,-85.114535 31.98015,-85.114524 31.980517,-85.114508 31.981828,-85.114499 31.982566,-85.114491 31.983262,-85.114489 31.983435,-85.114479 31.983801,-85.11447 31.984532,-85.114487 31.985262,-85.114508 31.985629,-85.11454 31.985992,-85.114649 31.987086,-85.114695 31.987612,-85.114715 31.987843,-85.114769 31.988303,-85.114924 31.989892,-85.114977 31.990438,-85.115403 31.99485,-85.115616 31.997034,-85.115749 31.998126,-85.115789 31.99849,-85.115822 31.998853,-85.115983 32.000508,-85.116029 32.001042,-85.116087 32.001544,-85.116158 32.002256,-85.116323 32.003987,-85.116416 32.004955,-85.11658 32.006636,-85.116688 32.007719,-85.116718 32.008082,-85.116877 32.009717,-85.117476 32.015946,-85.117632 32.017542,-85.117675 32.017905,-85.117724 32.018267,-85.11779 32.018628,-85.117866 32.018988,-85.117948 32.019348,-85.11804 32.019705,-85.11815 32.020059,-85.118603 32.021469,-85.118835 32.022173,-85.119057 32.022878,-85.119742 32.024991,-85.119819 32.025207,-85.120004 32.025723,-85.120181 32.026308,-85.120298 32.026663,-85.120533 32.027363,-85.120661 32.027712,-85.120802 32.028056,-85.121105 32.028737,-85.121454 32.029403,-85.121529 32.029533,-85.121614 32.029702,-85.12173 32.029919,-85.121916 32.030242,-85.123466 32.032926,-85.123744 32.033378,-85.124649 32.034967,-85.124793 32.035218,-85.125363 32.036202,-85.125579 32.036583,-85.125739 32.036856,-85.125925 32.037185,-85.12631 32.03784,-85.126561 32.038276,-85.126875 32.038825,-85.129326 32.043078,-85.130315 32.044787,-85.135385 32.053554,-85.136899 32.056176,-85.138809 32.059478,-85.139361 32.060435,-85.13975 32.061085,-85.140133 32.061738,-85.14038 32.062173)",110685798968,US Hwy 431,U,S1200
